Year,Land der Staatsangehörigkeit,Ausländerinnen und Ausländer,Units,Value
2013,Afrika,Männer,Geschlecht in Prozent,62.1955422794118
2013,Amerika,Männer,Geschlecht in Prozent,44.1161261727118
2013,Asien,Männer,Geschlecht in Prozent,49.989825766247
2013,Syrien,Männer,Geschlecht in Prozent,54.7902316844083
2013,Irak,Männer,Geschlecht in Prozent,54.4949706621961
2013,Vietnam,Männer,Geschlecht in Prozent,47.9940564635958
2013,China,Männer,Geschlecht in Prozent,50.843023255814
2013,Australien und Ozeanien ,Männer,Geschlecht in Prozent,55.7026476578411
2013,Staatenlos,Männer,Geschlecht in Prozent,59.6367896895138
2013,Ungeklärt und ohne Angabe,Männer,Geschlecht in Prozent,58.2750582750583
2013,Insgesamt,Männer,Geschlecht in Prozent,52.4861657748212
2012,Europa,Männer,Geschlecht in Prozent,52.3339889091184
2012,Türkei,Männer,Geschlecht in Prozent,51.327118466534
2012,Polen,Männer,Geschlecht in Prozent,53.1041495700574
2012,Serbien2),Männer,Geschlecht in Prozent,50.6814410997867
2012,Niederlande,Männer,Geschlecht in Prozent,56.2699680511182
2012,Italien,Männer,Geschlecht in Prozent,62.5644551392231
2012,Russische Föderation,Männer,Geschlecht in Prozent,37.1729771497958
2012,Griechenland,Männer,Geschlecht in Prozent,56.6344720295586
2012,Rumänien,Männer,Geschlecht in Prozent,59.8512707362916
2012,Vereinigtes Königreich,Männer,Geschlecht in Prozent,67.3995224830879
2012,Ukraine,Männer,Geschlecht in Prozent,37.2668939242029
2012,Spanien,Männer,Geschlecht in Prozent,51.9592985494696
2012,Bulgarien,Männer,Geschlecht in Prozent,56.1186331399097
2012,Portugal,Männer,Geschlecht in Prozent,53.9537385691232
2012,Kroatien,Männer,Geschlecht in Prozent,51.4395688991532
2012,Österreich,Männer,Geschlecht in Prozent,52.7975907433825
2012,Bosnien und Herzegowina,Männer,Geschlecht in Prozent,51.9797809604044
2012,EU-Staaten,Männer,Geschlecht in Prozent,55.5275336059352
2012,Afrika,Männer,Geschlecht in Prozent,60.7024336283186
2012,Amerika,Männer,Geschlecht in Prozent,43.3487654320988
2012,Asien,Männer,Geschlecht in Prozent,49.3672095785493
2012,Irak,Männer,Geschlecht in Prozent,54.963215694637
2012,Vietnam,Männer,Geschlecht in Prozent,48.3439720582922
2012,Syrien,Männer,Geschlecht in Prozent,54.125
2012,China,Männer,Geschlecht in Prozent,50.7547476059081
2012,Australien und Ozeanien ,Männer,Geschlecht in Prozent,56.0606060606061
2012,Staatenlos,Männer,Geschlecht in Prozent,58.3825265643448
2012,Ungeklärt und ohne Angabe,Männer,Geschlecht in Prozent,58.3348751156337
2012,Insgesamt,Männer,Geschlecht in Prozent,51.9954396917524
2020,Europa,Frauen,Geschlecht in Prozent,46.5948490472095
2020,Türkei,Frauen,Geschlecht in Prozent,48.7029573707215
2020,Polen,Frauen,Geschlecht in Prozent,45.6052056326572
2020,Serbien,Frauen,Geschlecht in Prozent,49.2487046632124
2020,Niederlande,Frauen,Geschlecht in Prozent,43.380992430614
2020,Rumänien,Frauen,Geschlecht in Prozent,40.0077309625048
2020,Italien,Frauen,Geschlecht in Prozent,39.5854922279793
2020,Russische Föderation,Frauen,Geschlecht in Prozent,63.443026639803
2020,Griechenland,Frauen,Geschlecht in Prozent,43.4073281626103
2020,Bulgarien,Frauen,Geschlecht in Prozent,45.5464612421762
2020,Spanien,Frauen,Geschlecht in Prozent,47.3639814424294
2020,Ukraine,Frauen,Geschlecht in Prozent,63.6283961437336
2020,Vereinigtes Königreich,Frauen,Geschlecht in Prozent,30.42071197411
2020,Portugal,Frauen,Geschlecht in Prozent,45.9770114942529
2020,Kroatien,Frauen,Geschlecht in Prozent,43.894250944188
2020,Ungarn,Frauen,Geschlecht in Prozent,40.8848614072495
2020,EU Staaten,Frauen,Geschlecht in Prozent,44.2431143690841
2020,Afrika,Frauen,Geschlecht in Prozent,36.8030601599629
2020,Amerika,Frauen,Geschlecht in Prozent,54.5059403071573
2020,Asien,Frauen,Geschlecht in Prozent,45.5259975816203
2020,Syrien,Frauen,Geschlecht in Prozent,43.4078467153285
2020,Irak ,Frauen,Geschlecht in Prozent,44.9720018665422
2020,Afghanistan,Frauen,Geschlecht in Prozent,37.036188731104
2020,China,Frauen,Geschlecht in Prozent,50.3197245450074
2020,Vietnam,Frauen,Geschlecht in Prozent,54.8093340922026
2020,Australien und Ozeanien,Frauen,Geschlecht in Prozent,42.7184466019417
2020,Staatenlos,Frauen,Geschlecht in Prozent,43.4343434343434
2020,Ungeklärt und ohne Angabe,Frauen,Geschlecht in Prozent,41.7491749174918
2020,Insgesamt,Frauen,Geschlecht in Prozent,45.9048018696927
2019,Europa,Frauen,Geschlecht in Prozent,46.3280796082301
2019,Türkei,Frauen,Geschlecht in Prozent,48.7011889333408
2019,Polen,Frauen,Geschlecht in Prozent,45.2634800795797
2019,Serbien,Frauen,Geschlecht in Prozent,49.0452524195658
2019,Niederlande,Frauen,Geschlecht in Prozent,43.3785367487025
2019,Rumänien,Frauen,Geschlecht in Prozent,39.3947100712106
2019,Italien,Frauen,Geschlecht in Prozent,39.4102341717259
2019,Russische Föderation,Frauen,Geschlecht in Prozent,63.230008984726
2019,Griechenland,Frauen,Geschlecht in Prozent,43.2899282487377
2019,Bulgarien,Frauen,Geschlecht in Prozent,45.1339915373766
2019,Spanien,Frauen,Geschlecht in Prozent,47.2013366750209
2019,Ukraine,Frauen,Geschlecht in Prozent,63.0233583076245
2019,Vereinigtes Königreich,Frauen,Geschlecht in Prozent,30.0740740740741
2019,Portugal,Frauen,Geschlecht in Prozent,45.8810068649886
2019,Kroatien,Frauen,Geschlecht in Prozent,42.9710449013848
2019,Ungarn,Frauen,Geschlecht in Prozent,39.8837823560486
2019,EU Staaten,Frauen,Geschlecht in Prozent,48.5004221353715
2019,Afrika,Frauen,Geschlecht in Prozent,36.0704510293943
2019,Amerika,Frauen,Geschlecht in Prozent,54.3799772468714
2019,Asien,Frauen,Geschlecht in Prozent,45.2719591231834
2019,Syrien,Frauen,Geschlecht in Prozent,43.0929780083721
2019,Irak ,Frauen,Geschlecht in Prozent,44.8032167661752
2019,Afghanistan,Frauen,Geschlecht in Prozent,36.5974516281265
2019,China,Frauen,Geschlecht in Prozent,49.5233555767398
2019,Vietnam,Frauen,Geschlecht in Prozent,54.6803652968037
2019,Australien und Ozeanien,Frauen,Geschlecht in Prozent,43.1924882629108
2019,Staatenlos,Frauen,Geschlecht in Prozent,43.2203389830509
2019,Ungeklärt und ohne Angabe,Frauen,Geschlecht in Prozent,41.4662084765178
2019,Insgesamt,Frauen,Geschlecht in Prozent,45.633139752605
2018,Europa,Frauen,Geschlecht in Prozent,46.1211949328796
2018,Türkei,Frauen,Geschlecht in Prozent,48.776253150378
2018,Polen,Frauen,Geschlecht in Prozent,44.6806320448814
2018,Serbien,Frauen,Geschlecht in Prozent,49.3627190653213
2018,Niederlande,Frauen,Geschlecht in Prozent,43.513874958208
2018,Rumänien,Frauen,Geschlecht in Prozent,38.519996200247
2018,Italien,Frauen,Geschlecht in Prozent,38.8119852812336
2018,Russische Föderation,Frauen,Geschlecht in Prozent,62.9697525206233
2018,Griechenland,Frauen,Geschlecht in Prozent,42.9483767961682
2018,Bulgarien,Frauen,Geschlecht in Prozent,44.382454790304
2018,Spanien,Frauen,Geschlecht in Prozent,47.2773322076826
2018,Ukraine,Frauen,Geschlecht in Prozent,63.2819582955576
2018,Vereinigtes Königreich,Frauen,Geschlecht in Prozent,30.790802019069
2018,Portugal,Frauen,Geschlecht in Prozent,46.0744985673352
2018,Kroatien,Frauen,Geschlecht in Prozent,43.2266549758878
2018,Ungarn,Frauen,Geschlecht in Prozent,38.9183457051962
2018,EU Staaten,Frauen,Geschlecht in Prozent,44.1058061750884
2018,Afrika,Frauen,Geschlecht in Prozent,34.5922417104084
2018,Amerika,Frauen,Geschlecht in Prozent,54.9197699061459
2018,Asien,Frauen,Geschlecht in Prozent,44.7231172202777
2018,Syrien,Frauen,Geschlecht in Prozent,42.1869135493557
2018,Irak ,Frauen,Geschlecht in Prozent,44.2855318605542
2018,Afghanistan,Frauen,Geschlecht in Prozent,36.0231940082145
2018,China,Frauen,Geschlecht in Prozent,49.5073891625616
2018,Vietnam,Frauen,Geschlecht in Prozent,54.2461005199307
2018,Australien und Ozeanien,Frauen,Geschlecht in Prozent,44.8275862068966
2018,Staatenlos,Frauen,Geschlecht in Prozent,43.161094224924
2018,Ungeklärt und ohne Angabe,Frauen,Geschlecht in Prozent,40.4651162790698
2018,Insgesamt,Frauen,Geschlecht in Prozent,45.3018153195258
2017,Europa,Frauen,Geschlecht in Prozent,46.2571279947393
2017,Türkei,Frauen,Geschlecht in Prozent,48.7872874268191
2017,Polen,Frauen,Geschlecht in Prozent,44.7351661182465
2017,Serbien,Frauen,Geschlecht in Prozent,49.5471497069792
2017,Niederlande,Frauen,Geschlecht in Prozent,43.764472378432
2017,Rumänien,Frauen,Geschlecht in Prozent,38.3948928408573
2017,Italien,Frauen,Geschlecht in Prozent,38.6970452118192
2017,Russische Föderation,Frauen,Geschlecht in Prozent,62.8130119354084
2017,Griechenland,Frauen,Geschlecht in Prozent,43.1377825618945
2017,Bulgarien,Frauen,Geschlecht in Prozent,44.1125913192952
2017,Spanien,Frauen,Geschlecht in Prozent,47.0937632583793
2017,Ukraine,Frauen,Geschlecht in Prozent,63.3789523360076
2017,Vereinigtes Königreich,Frauen,Geschlecht in Prozent,30.8753315649867
2017,Portugal,Frauen,Geschlecht in Prozent,46.0263007432819
2017,Kroatien,Frauen,Geschlecht in Prozent,43.663318986131
2017,Ungarn,Frauen,Geschlecht in Prozent,37.6232201533406
2017,EU Staaten,Frauen,Geschlecht in Prozent,44.1392477174398
2017,Afrika,Frauen,Geschlecht in Prozent,32.9980710939653
2017,Amerika,Frauen,Geschlecht in Prozent,55.1735218508997
2017,Asien,Frauen,Geschlecht in Prozent,44.2029877193414
2017,Syrien,Frauen,Geschlecht in Prozent,41.2681425991573
2017,Irak ,Frauen,Geschlecht in Prozent,43.5195376995047
2017,Afghanistan,Frauen,Geschlecht in Prozent,35.4332669322709
2017,China,Frauen,Geschlecht in Prozent,50.1551189245088
2017,Vietnam,Frauen,Geschlecht in Prozent,54.2056074766355
2017,Australien und Ozeanien,Frauen,Geschlecht in Prozent,44.8275862068966
2017,Staatenlos,Frauen,Geschlecht in Prozent,43.161094224924
2017,Ungeklärt und ohne Angabe,Frauen,Geschlecht in Prozent,40.4651162790698
2017,Insgesamt,Frauen,Geschlecht in Prozent,45.3018153195258
2016,Europa,Frauen,Geschlecht in Prozent,46.4495964071129
2016,Türkei,Frauen,Geschlecht in Prozent,48.90502855242
2016,Polen,Frauen,Geschlecht in Prozent,44.823953423898
2016,Serbien,Frauen,Geschlecht in Prozent,50.0537056928034
2016,Niederlande,Frauen,Geschlecht in Prozent,43.7715411127523
2016,Rumänien,Frauen,Geschlecht in Prozent,38.1610738255034
2016,Italien,Frauen,Geschlecht in Prozent,38.4116693679092
2016,Russische Föderation,Frauen,Geschlecht in Prozent,62.5851938895417
2016,Griechenland,Frauen,Geschlecht in Prozent,43.0327868852459
2016,Bulgarien,Frauen,Geschlecht in Prozent,44.1461054668602
2016,Spanien,Frauen,Geschlecht in Prozent,47.0263381478335
2016,Ukraine,Frauen,Geschlecht in Prozent,63.6669874879692
2016,Vereinigtes Königreich,Frauen,Geschlecht in Prozent,31.6209476309227
2016,Portugal,Frauen,Geschlecht in Prozent,45.2460850111857
2016,Kroatien,Frauen,Geschlecht in Prozent,44.9765747006767
2016,Ungarn,Frauen,Geschlecht in Prozent,36.7950865438303
2016,EU Staaten,Frauen,Geschlecht in Prozent,44.2895857530004
2016,Afrika,Frauen,Geschlecht in Prozent,30.8478038815117
2016,Amerika,Frauen,Geschlecht in Prozent,55.1108170691366
2016,Asien,Frauen,Geschlecht in Prozent,43.2202047925684
2016,Syrien,Frauen,Geschlecht in Prozent,39.5853246084847
2016,Irak ,Frauen,Geschlecht in Prozent,41.9783239200122
2016,Afghanistan,Frauen,Geschlecht in Prozent,34.7661188369153
2016,China,Frauen,Geschlecht in Prozent,50.6674082313682
2016,Vietnam,Frauen,Geschlecht in Prozent,53.5885167464115
2016,Australien und Ozeanien,Frauen,Geschlecht in Prozent,44.973544973545
2016,Staatenlos,Frauen,Geschlecht in Prozent,41.06463878327
2016,Ungeklärt und ohne Angabe,Frauen,Geschlecht in Prozent,38.7115839243499
2016,Insgesamt,Frauen,Geschlecht in Prozent,44.9787636627146
2015,Europa,Frauen,Geschlecht in Prozent,46.6201708887091
2015,Türkei,Frauen,Geschlecht in Prozent,48.8989594561894
2015,Polen,Frauen,Geschlecht in Prozent,44.8814770696843
2015,Serbien,Frauen,Geschlecht in Prozent,48.9803534189441
2015,Niederlande,Frauen,Geschlecht in Prozent,43.6744905685222
2015,Rumänien,Frauen,Geschlecht in Prozent,38.5067951143988
2015,Italien,Frauen,Geschlecht in Prozent,38.147007532188
2015,Russische Föderation,Frauen,Geschlecht in Prozent,62.6839317245439
2015,Griechenland,Frauen,Geschlecht in Prozent,42.9117680630065
2015,Bulgarien,Frauen,Geschlecht in Prozent,43.4177068885807
2015,Spanien,Frauen,Geschlecht in Prozent,47.329171002428
2015,Ukraine,Frauen,Geschlecht in Prozent,63.7202525497814
2015,Vereinigtes Königreich,Frauen,Geschlecht in Prozent,31.9512195121951
2015,Portugal,Frauen,Geschlecht in Prozent,45.9310344827586
2015,Kroatien,Frauen,Geschlecht in Prozent,45.5379188712522
2015,Ungarn,Frauen,Geschlecht in Prozent,35.4831061055127
2015,EU Staaten,Frauen,Geschlecht in Prozent,43.5315559877841
2015,Afrika,Frauen,Geschlecht in Prozent,30.7805144299652
2015,Amerika,Frauen,Geschlecht in Prozent,54.9708790464581
2015,Asien,Frauen,Geschlecht in Prozent,44.5733229209733
2015,Syrien,Frauen,Geschlecht in Prozent,38.3239763817636
2015,Irak ,Frauen,Geschlecht in Prozent,39.7390408607073
2015,Afghanistan,Frauen,Geschlecht in Prozent,35.894331315355
2015,China,Frauen,Geschlecht in Prozent,50.5989458552947
2015,Vietnam,Frauen,Geschlecht in Prozent,53.0679730557257
2015,Australien und Ozeanien,Frauen,Geschlecht in Prozent,44.2226890756303
2015,Staatenlos,Frauen,Geschlecht in Prozent,41.64265129683
2015,Ungeklärt und ohne Angabe,Frauen,Geschlecht in Prozent,39.4540303888746
2015,Insgesamt,Frauen,Geschlecht in Prozent,45.6008207081168
2014,Europa,Frauen,Geschlecht in Prozent,46.9827104392082
2014,Türkei,Frauen,Geschlecht in Prozent,48.888599885121
2014,Polen,Frauen,Geschlecht in Prozent,45.1397019691325
2014,Serbien,Frauen,Geschlecht in Prozent,49.4655857902618
2014,Niederlande,Frauen,Geschlecht in Prozent,43.7946546705478
2014,Italien,Frauen,Geschlecht in Prozent,37.9699685717612
2014,Rumänien,Frauen,Geschlecht in Prozent,38.5282967158452
2014,Russische Föderation,Frauen,Geschlecht in Prozent,62.6314177809534
2014,Griechenland,Frauen,Geschlecht in Prozent,42.9949689257177
2014,Bulgarien,Frauen,Geschlecht in Prozent,43.6337075196063
2014,Spanien,Frauen,Geschlecht in Prozent,47.4319137269238
2014,Ukraine,Frauen,Geschlecht in Prozent,63.3627450980392
2014,Vereinigtes Königreich,Frauen,Geschlecht in Prozent,32.1059367923599
2014,Portugal,Frauen,Geschlecht in Prozent,45.2575157305989
2014,Ungarn,Frauen,Geschlecht in Prozent,34.5861655337865
2014,Kroatien,Frauen,Geschlecht in Prozent,46.1031094359941
2014,Österreich,Frauen,Geschlecht in Prozent,47.0046082949309
2014,EU Staaten,Frauen,Geschlecht in Prozent,43.7827179586314
2014,Afrika,Frauen,Geschlecht in Prozent,36.2648458912343
2014,Amerika,Frauen,Geschlecht in Prozent,55.6617909382804
2014,Asien,Frauen,Geschlecht in Prozent,48.9465063052551
2014,Syrien,Frauen,Geschlecht in Prozent,42.9530201342282
2014,Irak,Frauen,Geschlecht in Prozent,45.1340615690169
2014,Vietnam,Frauen,Geschlecht in Prozent,52.6891069432369
2014,China,Frauen,Geschlecht in Prozent,49.3121410444771
2014,Australien und Ozeanien ,Frauen,Geschlecht in Prozent,43.859649122807
2014,Staatenlos,Frauen,Geschlecht in Prozent,41.9514884233738
2014,Ungeklärt und ohne Angabe,Frauen,Geschlecht in Prozent,41.5416451112261
2014,Insgesamt,Frauen,Geschlecht in Prozent,47.0353820309941
2013,Europa,Frauen,Geschlecht in Prozent,47.2801553847021
2013,Türkei,Frauen,Geschlecht in Prozent,48.8252992766148
2013,Polen,Frauen,Geschlecht in Prozent,45.6902050113895
2013,Serbien,Frauen,Geschlecht in Prozent,49.3099696501174
2013,Niederlande,Frauen,Geschlecht in Prozent,43.7541308658295
2013,Italien,Frauen,Geschlecht in Prozent,37.6473948345506
2013,Russische Föderation,Frauen,Geschlecht in Prozent,62.4722923862055
2013,Griechenland,Frauen,Geschlecht in Prozent,43.3044227102171
2013,Rumänien,Frauen,Geschlecht in Prozent,39.1635711540925
2013,Spanien,Frauen,Geschlecht in Prozent,47.8871883723169
2013,Vereinigtes Königreich,Frauen,Geschlecht in Prozent,32.4350712751416
2013,Ukraine,Frauen,Geschlecht in Prozent,63.2840955078916
2013,Bulgarien,Frauen,Geschlecht in Prozent,43.4083601286174
2013,Portugal,Frauen,Geschlecht in Prozent,44.8818897637795
2013,Kroatien,Frauen,Geschlecht in Prozent,48.0140700571596
2013,Ungarn,Frauen,Geschlecht in Prozent,32.9341317365269
2013,Österreich,Frauen,Geschlecht in Prozent,47.4836905871389
2013,EU-Staaten,Frauen,Geschlecht in Prozent,44.0919037199125
2013,Afrika,Frauen,Geschlecht in Prozent,37.8044577205882
2013,Amerika,Frauen,Geschlecht in Prozent,55.8838738272882
2013,Asien,Frauen,Geschlecht in Prozent,50.010174233753
2013,Syrien,Frauen,Geschlecht in Prozent,45.2097683155917
2013,Irak,Frauen,Geschlecht in Prozent,45.5050293378039
2013,Vietnam,Frauen,Geschlecht in Prozent,52.0059435364042
2013,China,Frauen,Geschlecht in Prozent,49.156976744186
2013,Australien und Ozeanien ,Frauen,Geschlecht in Prozent,44.2973523421589
2013,Staatenlos,Frauen,Geschlecht in Prozent,40.3632103104862
2013,Ungeklärt und ohne Angabe,Frauen,Geschlecht in Prozent,41.7249417249417
2013,Insgesamt,Frauen,Geschlecht in Prozent,47.5138342251788
2012,Europa,Frauen,Geschlecht in Prozent,47.6660110908816
2012,Türkei,Frauen,Geschlecht in Prozent,48.672881533466
2012,Polen,Frauen,Geschlecht in Prozent,46.8958504299426
2012,Serbien2),Frauen,Geschlecht in Prozent,49.3185589002133
2012,Niederlande,Frauen,Geschlecht in Prozent,43.7300319488818
2012,Italien,Frauen,Geschlecht in Prozent,37.4355448607769
2012,Russische Föderation,Frauen,Geschlecht in Prozent,62.8270228502042
2012,Griechenland,Frauen,Geschlecht in Prozent,43.3655279704414
2012,Rumänien,Frauen,Geschlecht in Prozent,40.1487292637084
2012,Vereinigtes Königreich,Frauen,Geschlecht in Prozent,32.6004775169121
2012,Ukraine,Frauen,Geschlecht in Prozent,62.7331060757971
2012,Spanien,Frauen,Geschlecht in Prozent,48.0407014505304
2012,Bulgarien,Frauen,Geschlecht in Prozent,43.8813668600903
2012,Portugal,Frauen,Geschlecht in Prozent,46.0462614308768
2012,Kroatien,Frauen,Geschlecht in Prozent,48.5604311008468
2012,Österreich,Frauen,Geschlecht in Prozent,47.2024092566175
2012,Bosnien und Herzegowina,Frauen,Geschlecht in Prozent,48.0202190395956
2012,EU-Staaten,Frauen,Geschlecht in Prozent,44.4724663940648
2012,Afrika,Frauen,Geschlecht in Prozent,39.2975663716814
2012,Amerika,Frauen,Geschlecht in Prozent,56.6512345679012
2012,Asien,Frauen,Geschlecht in Prozent,50.6327904214507
2012,Irak,Frauen,Geschlecht in Prozent,45.036784305363
2012,Vietnam,Frauen,Geschlecht in Prozent,51.6560279417078
2012,Syrien,Frauen,Geschlecht in Prozent,45.875
2012,China,Frauen,Geschlecht in Prozent,49.2452523940919
2012,Australien und Ozeanien ,Frauen,Geschlecht in Prozent,43.9393939393939
2012,Staatenlos,Frauen,Geschlecht in Prozent,41.6174734356553
2012,Ungeklärt und ohne Angabe,Frauen,Geschlecht in Prozent,41.6651248843663
2012,Insgesamt,Frauen,Geschlecht in Prozent,48.0045603082476
2020,Europa,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+56.5751203388197
2020,Türkei,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,-21.0693740031183
2020,Polen,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+203.443062968562
2020,Serbien,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,0
2020,Niederlande,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+33.0930419987463
2020,Rumänien,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+1812.32998225902
2020,Italien,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+20.9121663951886
2020,Russische Föderation,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+22.2295189624035
2020,Griechenland,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+16.0675482709381
2020,Bulgarien,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+1534.57502623295
2020,Spanien,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+26.4398464163823
2020,Ukraine,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,-1.73957974509128
2020,Vereinigtes Königreich,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,-40.3590040532716
2020,Portugal,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+20.0331125827815
2020,Kroatien,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+84.2715743891123
2020,Ungarn,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+310.144293834718
2020,EU Staaten,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+138.488852076148
2020,Afrika,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+202.298689466676
2020,Amerika,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+46.2659998304654
2020,Asien,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+214.901950118313
2020,Syrien,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+1506.44924880909
2020,Irak ,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+475.456498388829
2020,Afghanistan,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+555.358751125788
2020,China,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+83.6163294797688
2020,Vietnam,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,-9.11442168425409
2020,Australien und Ozeanien,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+54.4227886056971
2020,Staatenlos,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+113.888888888889
2020,Ungeklärt und ohne Angabe,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+32.7976625273923
2020,Insgesamt,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+85.8983804492444
2019,Europa,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+53.6920913724579
2019,Türkei,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,-20.4869262890016
2019,Polen,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+202.394101132262
2019,Serbien,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,0
2019,Niederlande,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+33.7198889585386
2019,Rumänien,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+1643.93849793022
2019,Italien,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+20.3900931378691
2019,Russische Föderation,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+21.8190773272041
2019,Griechenland,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+16.8125659651083
2019,Bulgarien,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+1387.93284365163
2019,Spanien,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+27.6663822525597
2019,Ukraine,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,-2.29934550465036
2019,Vereinigtes Königreich,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,-34.8581354950782
2019,Portugal,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+20.5849889624724
2019,Kroatien,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+84.2715743891123
2019,Ungarn,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+313.860953213817
2019,EU Staaten,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+194.021981882347
2019,Afrika,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+194.449505921929
2019,Amerika,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+49.0209375264898
2019,Asien,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+207.40201811407
2019,Syrien,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+1453.77427629168
2019,Irak ,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+450.953276047261
2019,Afghanistan,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+536.145301711198
2019,China,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+89.4869942196532
2019,Vietnam,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,-9.37306021104904
2019,Australien und Ozeanien,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+59.6701649175412
2019,Staatenlos,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+118.518518518519
2019,Ungeklärt und ohne Angabe,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+27.5383491599708
2019,Insgesamt,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+82.2731350463503
2018,Europa,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,+49.9345152712655
2018,Türkei,Veränderung in Prozent gegenüber 2005,Veränderung ggegnüber 2005 in Prozentpunkten,-20.0030466495815
