Year,Gebietseinheit,Nationalität,,GeoCode,Value
2013,Braunschweig  Stadt,Ausländerinnen und Ausländer,,K03101,117
2013,Salzgitter  Stadt,Ausländerinnen und Ausländer,,K03102,43
2013,Wolfsburg  Stadt,Ausländerinnen und Ausländer,,K03103,73
2013,Gifhorn,Ausländerinnen und Ausländer,,K03151,31
2013,Goslar,Ausländerinnen und Ausländer,,K03153,59
2013,Helmstedt,Ausländerinnen und Ausländer,,K03154,19
2013,Northeim,Ausländerinnen und Ausländer,,K03155,40
2013,Peine,Ausländerinnen und Ausländer,,K03157,28
2013,Wolfenbüttel,Ausländerinnen und Ausländer,,K03158,21
2013,Göttingen,Ausländerinnen und Ausländer,,K03159,158
2013,Stat. Region Braunschweig,Ausländerinnen und Ausländer,,K031,589
2013,Hannover  Region,Ausländerinnen und Ausländer,,K03241,531
2013,dav. Hannover  Lhst.,Ausländerinnen und Ausländer,,K03241001,351
2013,dav. Hannover  Umland,Ausländerinnen und Ausländer,,K03241999,180
2013,Diepholz,Ausländerinnen und Ausländer,,K03251,75
2013,Hameln-Pyrmont,Ausländerinnen und Ausländer,,K03252,73
2013,Hildesheim,Ausländerinnen und Ausländer,,K03254,120
2013,Holzminden,Ausländerinnen und Ausländer,,K03255,9
2013,Nienburg (Weser),Ausländerinnen und Ausländer,,K03256,35
2013,Schaumburg,Ausländerinnen und Ausländer,,K03257,49
2013,Stat. Region Hannover,Ausländerinnen und Ausländer,,K032,892
2013,Celle,Ausländerinnen und Ausländer,,K03351,67
2013,Cuxhaven,Ausländerinnen und Ausländer,,K03352,48
2013,Harburg,Ausländerinnen und Ausländer,,K03353,67
2013,Lüchow-Dannenberg,Ausländerinnen und Ausländer,,K03354,15
2013,Lüneburg,Ausländerinnen und Ausländer,,K03355,39
2013,Osterholz,Ausländerinnen und Ausländer,,K03356,30
2013,Rotenburg (Wümme),Ausländerinnen und Ausländer,,K03357,41
2013,Heidekreis,Ausländerinnen und Ausländer,,K03358,49
2013,Stade,Ausländerinnen und Ausländer,,K03359,53
2013,Uelzen,Ausländerinnen und Ausländer,,K03360,19
2013,Verden,Ausländerinnen und Ausländer,,K03361,35
2013,Stat. Region Lüneburg,Ausländerinnen und Ausländer,,K033,463
2013,Delmenhorst  Stadt,Ausländerinnen und Ausländer,,K03401,23
2013,Emden  Stadt,Ausländerinnen und Ausländer,,K03402,26
2013,Oldenburg(Oldb)  Stadt,Ausländerinnen und Ausländer,,K03403,105
2013,Osnabrück  Stadt,Ausländerinnen und Ausländer,,K03404,102
2013,Wilhelmshaven  Stadt,Ausländerinnen und Ausländer,,K03405,18
2013,Ammerland,Ausländerinnen und Ausländer,,K03451,25
2013,Aurich,Ausländerinnen und Ausländer,,K03452,43
2013,Cloppenburg,Ausländerinnen und Ausländer,,K03453,116
2013,Emsland,Ausländerinnen und Ausländer,,K03454,147
2013,Friesland,Ausländerinnen und Ausländer,,K03455,22
2013,Grafschaft Bentheim,Ausländerinnen und Ausländer,,K03456,79
2013,Leer,Ausländerinnen und Ausländer,,K03457,46
2013,Oldenburg,Ausländerinnen und Ausländer,,K03458,64
2013,Osnabrück,Ausländerinnen und Ausländer,,K03459,107
2013,Vechta,Ausländerinnen und Ausländer,,K03460,113
2013,Wesermarsch,Ausländerinnen und Ausländer,,K03461,27
2013,Wittmund,Ausländerinnen und Ausländer,,K03462,9
2013,Stat. Region Weser-Ems,Ausländerinnen und Ausländer,,K034,1072
2013,Niedersachsen,Ausländerinnen und Ausländer,,K030,3016
2014,Braunschweig  Stadt,Ausländerinnen und Ausländer,,K03101,138
2014,Salzgitter  Stadt,Ausländerinnen und Ausländer,,K03102,71
2014,Wolfsburg  Stadt,Ausländerinnen und Ausländer,,K03103,99
2014,Gifhorn,Ausländerinnen und Ausländer,,K03151,62
2014,Goslar,Ausländerinnen und Ausländer,,K03153,54
2014,Helmstedt,Ausländerinnen und Ausländer,,K03154,15
2014,Northeim,Ausländerinnen und Ausländer,,K03155,55
2014,Peine,Ausländerinnen und Ausländer,,K03157,43
2014,Wolfenbüttel,Ausländerinnen und Ausländer,,K03158,37
2014,Göttingen,Ausländerinnen und Ausländer,,K03159,185
2014,Stat. Region Braunschweig,Ausländerinnen und Ausländer,,K031,759
2014,Hannover  Region,Ausländerinnen und Ausländer,,K03241,770
2014,dav. Hannover  Lhst.,Ausländerinnen und Ausländer,,K03241001,493
2014,dav. Hannover  Umland,Ausländerinnen und Ausländer,,K03241999,277
2014,Diepholz,Ausländerinnen und Ausländer,,K03251,102
2014,Hameln-Pyrmont,Ausländerinnen und Ausländer,,K03252,101
2014,Hildesheim,Ausländerinnen und Ausländer,,K03254,124
2014,Holzminden,Ausländerinnen und Ausländer,,K03255,20
2014,Nienburg (Weser),Ausländerinnen und Ausländer,,K03256,27
2014,Schaumburg,Ausländerinnen und Ausländer,,K03257,85
2014,Stat. Region Hannover,Ausländerinnen und Ausländer,,K032,1229
2014,Celle,Ausländerinnen und Ausländer,,K03351,97
2014,Cuxhaven,Ausländerinnen und Ausländer,,K03352,83
2014,Harburg,Ausländerinnen und Ausländer,,K03353,84
2014,Lüchow-Dannenberg,Ausländerinnen und Ausländer,,K03354,22
2014,Lüneburg,Ausländerinnen und Ausländer,,K03355,52
2014,Osterholz,Ausländerinnen und Ausländer,,K03356,42
2014,Rotenburg (Wümme),Ausländerinnen und Ausländer,,K03357,58
2014,Heidekreis,Ausländerinnen und Ausländer,,K03358,67
2014,Stade,Ausländerinnen und Ausländer,,K03359,90
2014,Uelzen,Ausländerinnen und Ausländer,,K03360,44
2014,Verden,Ausländerinnen und Ausländer,,K03361,38
2014,Stat. Region Lüneburg,Ausländerinnen und Ausländer,,K033,677
2014,Delmenhorst  Stadt,Ausländerinnen und Ausländer,,K03401,50
2014,Emden  Stadt,Ausländerinnen und Ausländer,,K03402,29
2014,Oldenburg(Oldb)  Stadt,Ausländerinnen und Ausländer,,K03403,136
2014,Osnabrück  Stadt,Ausländerinnen und Ausländer,,K03404,137
2014,Wilhelmshaven  Stadt,Ausländerinnen und Ausländer,,K03405,35
2014,Ammerland,Ausländerinnen und Ausländer,,K03451,37
2014,Aurich,Ausländerinnen und Ausländer,,K03452,62
2014,Cloppenburg,Ausländerinnen und Ausländer,,K03453,159
2014,Emsland,Ausländerinnen und Ausländer,,K03454,236
2014,Friesland,Ausländerinnen und Ausländer,,K03455,29
2014,Grafschaft Bentheim,Ausländerinnen und Ausländer,,K03456,108
2014,Leer,Ausländerinnen und Ausländer,,K03457,78
2014,Oldenburg,Ausländerinnen und Ausländer,,K03458,80
2014,Osnabrück,Ausländerinnen und Ausländer,,K03459,185
2014,Vechta,Ausländerinnen und Ausländer,,K03460,171
2014,Wesermarsch,Ausländerinnen und Ausländer,,K03461,33
2014,Wittmund,Ausländerinnen und Ausländer,,K03462,18
2014,Stat. Region Weser-Ems,Ausländerinnen und Ausländer,,K034,1583
2014,Niedersachsen,Ausländerinnen und Ausländer,,K030,4248
2015,Braunschweig  Stadt,Ausländerinnen und Ausländer,,K03101,167
2015,Salzgitter  Stadt,Ausländerinnen und Ausländer,,K03102,90
2015,Wolfsburg  Stadt,Ausländerinnen und Ausländer,,K03103,143
2015,Gifhorn,Ausländerinnen und Ausländer,,K03151,86
2015,Goslar,Ausländerinnen und Ausländer,,K03153,105
2015,Helmstedt,Ausländerinnen und Ausländer,,K03154,33
2015,Northeim,Ausländerinnen und Ausländer,,K03155,79
2015,Peine,Ausländerinnen und Ausländer,,K03157,70
2015,Wolfenbüttel,Ausländerinnen und Ausländer,,K03158,38
2015,Göttingen,Ausländerinnen und Ausländer,,K03159,202
2015,Stat. Region Braunschweig,Ausländerinnen und Ausländer,,K031,1013
2015,Hannover  Region,Ausländerinnen und Ausländer,,K03241,933
2015,dav. Hannover  Lhst.,Ausländerinnen und Ausländer,,K03241001,569
2015,dav. Hannover  Umland,Ausländerinnen und Ausländer,,K03241999,364
2015,Diepholz,Ausländerinnen und Ausländer,,K03251,127
2015,Hameln-Pyrmont,Ausländerinnen und Ausländer,,K03252,109
2015,Hildesheim,Ausländerinnen und Ausländer,,K03254,163
2015,Holzminden,Ausländerinnen und Ausländer,,K03255,38
2015,Nienburg (Weser),Ausländerinnen und Ausländer,,K03256,58
2015,Schaumburg,Ausländerinnen und Ausländer,,K03257,83
2015,Stat. Region Hannover,Ausländerinnen und Ausländer,,K032,1511
2015,Celle,Ausländerinnen und Ausländer,,K03351,87
2015,Cuxhaven,Ausländerinnen und Ausländer,,K03352,84
2015,Harburg,Ausländerinnen und Ausländer,,K03353,90
2015,Lüchow-Dannenberg,Ausländerinnen und Ausländer,,K03354,35
2015,Lüneburg,Ausländerinnen und Ausländer,,K03355,62
2015,Osterholz,Ausländerinnen und Ausländer,,K03356,60
2015,Rotenburg (Wümme),Ausländerinnen und Ausländer,,K03357,62
2015,Heidekreis,Ausländerinnen und Ausländer,,K03358,95
2015,Stade,Ausländerinnen und Ausländer,,K03359,127
2015,Uelzen,Ausländerinnen und Ausländer,,K03360,53
2015,Verden,Ausländerinnen und Ausländer,,K03361,58
2015,Stat. Region Lüneburg,Ausländerinnen und Ausländer,,K033,813
2015,Delmenhorst  Stadt,Ausländerinnen und Ausländer,,K03401,83
2015,Emden  Stadt,Ausländerinnen und Ausländer,,K03402,40
2015,Oldenburg(Oldb)  Stadt,Ausländerinnen und Ausländer,,K03403,140
2015,Osnabrück  Stadt,Ausländerinnen und Ausländer,,K03404,151
2015,Wilhelmshaven  Stadt,Ausländerinnen und Ausländer,,K03405,84
2015,Ammerland,Ausländerinnen und Ausländer,,K03451,63
2015,Aurich,Ausländerinnen und Ausländer,,K03452,97
2015,Cloppenburg,Ausländerinnen und Ausländer,,K03453,180
2015,Emsland,Ausländerinnen und Ausländer,,K03454,291
2015,Friesland,Ausländerinnen und Ausländer,,K03455,62
2015,Grafschaft Bentheim,Ausländerinnen und Ausländer,,K03456,132
2015,Leer,Ausländerinnen und Ausländer,,K03457,93
2015,Oldenburg,Ausländerinnen und Ausländer,,K03458,83
2015,Osnabrück,Ausländerinnen und Ausländer,,K03459,199
2015,Vechta,Ausländerinnen und Ausländer,,K03460,212
2015,Wesermarsch,Ausländerinnen und Ausländer,,K03461,50
2015,Wittmund,Ausländerinnen und Ausländer,,K03462,25
2015,Stat. Region Weser-Ems,Ausländerinnen und Ausländer,,K034,1985
2015,Niedersachsen,Ausländerinnen und Ausländer,,K030,5322
2016,Braunschweig  Stadt,Ausländerinnen und Ausländer,,K03101,222
2016,Salzgitter  Stadt,Ausländerinnen und Ausländer,,K03102,210
2016,Wolfsburg  Stadt,Ausländerinnen und Ausländer,,K03103,208
2016,Gifhorn,Ausländerinnen und Ausländer,,K03151,106
2016,Goslar,Ausländerinnen und Ausländer,,K03153,164
2016,Helmstedt,Ausländerinnen und Ausländer,,K03154,75
2016,Northeim,Ausländerinnen und Ausländer,,K03155,141
2016,Peine,Ausländerinnen und Ausländer,,K03157,121
2016,Wolfenbüttel,Ausländerinnen und Ausländer,,K03158,125
2016,Göttingen,Ausländerinnen und Ausländer,,K03159,337
2016,Stat. Region Braunschweig,Ausländerinnen und Ausländer,,K031,1709
2016,Hannover  Region,Ausländerinnen und Ausländer,,K03241,1603
2016,dav. Hannover  Lhst.,Ausländerinnen und Ausländer,,K03241001,831
2016,dav. Hannover  Umland,Ausländerinnen und Ausländer,,K03241999,772
2016,Diepholz,Ausländerinnen und Ausländer,,K03251,232
2016,Hameln-Pyrmont,Ausländerinnen und Ausländer,,K03252,197
2016,Hildesheim,Ausländerinnen und Ausländer,,K03254,284
2016,Holzminden,Ausländerinnen und Ausländer,,K03255,71
2016,Nienburg (Weser),Ausländerinnen und Ausländer,,K03256,154
2016,Schaumburg,Ausländerinnen und Ausländer,,K03257,166
2016,Stat. Region Hannover,Ausländerinnen und Ausländer,,K032,2707
2016,Celle,Ausländerinnen und Ausländer,,K03351,182
2016,Cuxhaven,Ausländerinnen und Ausländer,,K03352,168
2016,Harburg,Ausländerinnen und Ausländer,,K03353,128
2016,Lüchow-Dannenberg,Ausländerinnen und Ausländer,,K03354,52
2016,Lüneburg,Ausländerinnen und Ausländer,,K03355,168
2016,Osterholz,Ausländerinnen und Ausländer,,K03356,106
2016,Rotenburg (Wümme),Ausländerinnen und Ausländer,,K03357,125
2016,Heidekreis,Ausländerinnen und Ausländer,,K03358,160
2016,Stade,Ausländerinnen und Ausländer,,K03359,243
2016,Uelzen,Ausländerinnen und Ausländer,,K03360,71
2016,Verden,Ausländerinnen und Ausländer,,K03361,132
2016,Stat. Region Lüneburg,Ausländerinnen und Ausländer,,K033,1535
2016,Delmenhorst  Stadt,Ausländerinnen und Ausländer,,K03401,180
2016,Emden  Stadt,Ausländerinnen und Ausländer,,K03402,80
2016,Oldenburg(Oldb)  Stadt,Ausländerinnen und Ausländer,,K03403,211
2016,Osnabrück  Stadt,Ausländerinnen und Ausländer,,K03404,220
2016,Wilhelmshaven  Stadt,Ausländerinnen und Ausländer,,K03405,106
2016,Ammerland,Ausländerinnen und Ausländer,,K03451,119
2016,Aurich,Ausländerinnen und Ausländer,,K03452,162
2016,Cloppenburg,Ausländerinnen und Ausländer,,K03453,260
2016,Emsland,Ausländerinnen und Ausländer,,K03454,419
2016,Friesland,Ausländerinnen und Ausländer,,K03455,126
2016,Grafschaft Bentheim,Ausländerinnen und Ausländer,,K03456,185
2016,Leer,Ausländerinnen und Ausländer,,K03457,170
2016,Oldenburg,Ausländerinnen und Ausländer,,K03458,155
2016,Osnabrück,Ausländerinnen und Ausländer,,K03459,335
2016,Vechta,Ausländerinnen und Ausländer,,K03460,279
2016,Wesermarsch,Ausländerinnen und Ausländer,,K03461,94
2016,Wittmund,Ausländerinnen und Ausländer,,K03462,41
2016,Stat. Region Weser-Ems,Ausländerinnen und Ausländer,,K034,3142
2016,Niedersachsen,Ausländerinnen und Ausländer,,K030,9093
2017,Braunschweig  Stadt,Ausländerinnen und Ausländer,,K03101,185
2017,Salzgitter  Stadt,Ausländerinnen und Ausländer,,K03102,266
2017,Wolfsburg  Stadt,Ausländerinnen und Ausländer,,K03103,158
2017,Gifhorn,Ausländerinnen und Ausländer,,K03151,115
2017,Goslar,Ausländerinnen und Ausländer,,K03153,149
2017,Helmstedt,Ausländerinnen und Ausländer,,K03154,86
2017,Northeim,Ausländerinnen und Ausländer,,K03155,129
2017,Peine,Ausländerinnen und Ausländer,,K03157,112
2017,Wolfenbüttel,Ausländerinnen und Ausländer,,K03158,78
2017,Göttingen,Ausländerinnen und Ausländer,,K03159,310
2017,Stat. Region Braunschweig,Ausländerinnen und Ausländer,,K031,1588
2017,Hannover  Region,Ausländerinnen und Ausländer,,K03241,1490
2017,dav. Hannover  Lhst.,Ausländerinnen und Ausländer,,K03241001,779
2017,dav. Hannover  Umland,Ausländerinnen und Ausländer,,K03241999,711
2017,Diepholz,Ausländerinnen und Ausländer,,K03251,240
2017,Hameln-Pyrmont,Ausländerinnen und Ausländer,,K03252,174
2017,Hildesheim,Ausländerinnen und Ausländer,,K03254,226
2017,Holzminden,Ausländerinnen und Ausländer,,K03255,61
2017,Nienburg (Weser),Ausländerinnen und Ausländer,,K03256,116
2017,Schaumburg,Ausländerinnen und Ausländer,,K03257,155
2017,Stat. Region Hannover,Ausländerinnen und Ausländer,,K032,2462
2017,Celle,Ausländerinnen und Ausländer,,K03351,168
2017,Cuxhaven,Ausländerinnen und Ausländer,,K03352,165
2017,Harburg,Ausländerinnen und Ausländer,,K03353,157
2017,Lüchow-Dannenberg,Ausländerinnen und Ausländer,,K03354,30
2017,Lüneburg,Ausländerinnen und Ausländer,,K03355,126
2017,Osterholz,Ausländerinnen und Ausländer,,K03356,72
2017,Rotenburg (Wümme),Ausländerinnen und Ausländer,,K03357,122
2017,Heidekreis,Ausländerinnen und Ausländer,,K03358,124
2017,Stade,Ausländerinnen und Ausländer,,K03359,222
2017,Uelzen,Ausländerinnen und Ausländer,,K03360,52
2017,Verden,Ausländerinnen und Ausländer,,K03361,110
2017,Stat. Region Lüneburg,Ausländerinnen und Ausländer,,K033,1348
2017,Delmenhorst  Stadt,Ausländerinnen und Ausländer,,K03401,202
2017,Emden  Stadt,Ausländerinnen und Ausländer,,K03402,68
2017,Oldenburg(Oldb)  Stadt,Ausländerinnen und Ausländer,,K03403,221
2017,Osnabrück  Stadt,Ausländerinnen und Ausländer,,K03404,241
2017,Wilhelmshaven  Stadt,Ausländerinnen und Ausländer,,K03405,137
2017,Ammerland,Ausländerinnen und Ausländer,,K03451,94
2017,Aurich,Ausländerinnen und Ausländer,,K03452,153
2017,Cloppenburg,Ausländerinnen und Ausländer,,K03453,242
2017,Emsland,Ausländerinnen und Ausländer,,K03454,420
2017,Friesland,Ausländerinnen und Ausländer,,K03455,85
2017,Grafschaft Bentheim,Ausländerinnen und Ausländer,,K03456,156
2017,Leer,Ausländerinnen und Ausländer,,K03457,160
2017,Oldenburg,Ausländerinnen und Ausländer,,K03458,132
2017,Osnabrück,Ausländerinnen und Ausländer,,K03459,341
2017,Vechta,Ausländerinnen und Ausländer,,K03460,239
2017,Wesermarsch,Ausländerinnen und Ausländer,,K03461,79
2017,Wittmund,Ausländerinnen und Ausländer,,K03462,36
2017,Stat. Region Weser-Ems,Ausländerinnen und Ausländer,,K034,3006
2017,Niedersachsen,Ausländerinnen und Ausländer,,K030,8404
2018,Braunschweig  Stadt,Ausländerinnen und Ausländer,,K03101,232
2018,Salzgitter  Stadt,Ausländerinnen und Ausländer,,K03102,336
2018,Wolfsburg  Stadt,Ausländerinnen und Ausländer,,K03103,184
2018,Gifhorn,Ausländerinnen und Ausländer,,K03151,129
2018,Goslar,Ausländerinnen und Ausländer,,K03153,159
2018,Helmstedt,Ausländerinnen und Ausländer,,K03154,53
2018,Northeim,Ausländerinnen und Ausländer,,K03155,109
2018,Peine,Ausländerinnen und Ausländer,,K03157,109
2018,Wolfenbüttel,Ausländerinnen und Ausländer,,K03158,91
2018,Göttingen,Ausländerinnen und Ausländer,,K03159,346
2018,Stat. Region Braunschweig,Ausländerinnen und Ausländer,,K031,1748
2018,Hannover  Region,Ausländerinnen und Ausländer,,K03241,1596
2018,dav. Hannover  Lhst.,Ausländerinnen und Ausländer,,K03241001,870
2018,dav. Hannover  Umland,Ausländerinnen und Ausländer,,K03241999,726
2018,Diepholz,Ausländerinnen und Ausländer,,K03251,233
2018,Hameln-Pyrmont,Ausländerinnen und Ausländer,,K03252,200
2018,Hildesheim,Ausländerinnen und Ausländer,,K03254,270
2018,Holzminden,Ausländerinnen und Ausländer,,K03255,52
2018,Nienburg (Weser),Ausländerinnen und Ausländer,,K03256,109
2018,Schaumburg,Ausländerinnen und Ausländer,,K03257,195
2018,Stat. Region Hannover,Ausländerinnen und Ausländer,,K032,2655
2018,Celle,Ausländerinnen und Ausländer,,K03351,176
2018,Cuxhaven,Ausländerinnen und Ausländer,,K03352,143
2018,Harburg,Ausländerinnen und Ausländer,,K03353,149
2018,Lüchow-Dannenberg,Ausländerinnen und Ausländer,,K03354,41
2018,Lüneburg,Ausländerinnen und Ausländer,,K03355,111
2018,Osterholz,Ausländerinnen und Ausländer,,K03356,62
2018,Rotenburg (Wümme),Ausländerinnen und Ausländer,,K03357,100
2018,Heidekreis,Ausländerinnen und Ausländer,,K03358,160
2018,Stade,Ausländerinnen und Ausländer,,K03359,251
2018,Uelzen,Ausländerinnen und Ausländer,,K03360,67
2018,Verden,Ausländerinnen und Ausländer,,K03361,127
2018,Stat. Region Lüneburg,Ausländerinnen und Ausländer,,K033,1387
2018,Delmenhorst  Stadt,Ausländerinnen und Ausländer,,K03401,184
2018,Emden  Stadt,Ausländerinnen und Ausländer,,K03402,79
2018,Oldenburg(Oldb)  Stadt,Ausländerinnen und Ausländer,,K03403,223
2018,Osnabrück  Stadt,Ausländerinnen und Ausländer,,K03404,234
2018,Wilhelmshaven  Stadt,Ausländerinnen und Ausländer,,K03405,133
2018,Ammerland,Ausländerinnen und Ausländer,,K03451,104
2018,Aurich,Ausländerinnen und Ausländer,,K03452,138
2018,Cloppenburg,Ausländerinnen und Ausländer,,K03453,299
2018,Emsland,Ausländerinnen und Ausländer,,K03454,421
2018,Friesland,Ausländerinnen und Ausländer,,K03455,63
2018,Grafschaft Bentheim,Ausländerinnen und Ausländer,,K03456,160
2018,Leer,Ausländerinnen und Ausländer,,K03457,183
2018,Oldenburg,Ausländerinnen und Ausländer,,K03458,136
2018,Osnabrück,Ausländerinnen und Ausländer,,K03459,350
2018,Vechta,Ausländerinnen und Ausländer,,K03460,235
2018,Wesermarsch,Ausländerinnen und Ausländer,,K03461,84
2018,Wittmund,Ausländerinnen und Ausländer,,K03462,23
2018,Stat. Region Weser-Ems,Ausländerinnen und Ausländer,,K034,3049
2018,Niedersachsen,Ausländerinnen und Ausländer,,K030,8839
2019,Braunschweig  Stadt,Ausländerinnen und Ausländer,,K03101,239
2019,Salzgitter  Stadt,Ausländerinnen und Ausländer,,K03102,292
2019,Wolfsburg  Stadt,Ausländerinnen und Ausländer,,K03103,187
2019,Gifhorn,Ausländerinnen und Ausländer,,K03151,128
2019,Goslar,Ausländerinnen und Ausländer,,K03153,133
2019,Helmstedt,Ausländerinnen und Ausländer,,K03154,75
2019,Northeim,Ausländerinnen und Ausländer,,K03155,111
2019,Peine,Ausländerinnen und Ausländer,,K03157,128
2019,Wolfenbüttel,Ausländerinnen und Ausländer,,K03158,79
2019,Göttingen,Ausländerinnen und Ausländer,,K03159,287
2019,Stat. Region Braunschweig,Ausländerinnen und Ausländer,,K031,1659
2019,Hannover  Region,Ausländerinnen und Ausländer,,K03241,1360
2019,dav. Hannover  Lhst.,Ausländerinnen und Ausländer,,K03241001,798
2019,dav. Hannover  Umland,Ausländerinnen und Ausländer,,K03241999,562
2019,Diepholz,Ausländerinnen und Ausländer,,K03251,218
2019,Hameln-Pyrmont,Ausländerinnen und Ausländer,,K03252,198
2019,Hildesheim,Ausländerinnen und Ausländer,,K03254,262
2019,Holzminden,Ausländerinnen und Ausländer,,K03255,50
2019,Nienburg (Weser),Ausländerinnen und Ausländer,,K03256,142
2019,Schaumburg,Ausländerinnen und Ausländer,,K03257,139
2019,Stat. Region Hannover,Ausländerinnen und Ausländer,,K032,2369
2019,Celle,Ausländerinnen und Ausländer,,K03351,160
2019,Cuxhaven,Ausländerinnen und Ausländer,,K03352,131
2019,Harburg,Ausländerinnen und Ausländer,,K03353,185
2019,Lüchow-Dannenberg,Ausländerinnen und Ausländer,,K03354,30
2019,Lüneburg,Ausländerinnen und Ausländer,,K03355,146
2019,Osterholz,Ausländerinnen und Ausländer,,K03356,82
2019,Rotenburg (Wümme),Ausländerinnen und Ausländer,,K03357,105
2019,Heidekreis,Ausländerinnen und Ausländer,,K03358,185
2019,Stade,Ausländerinnen und Ausländer,,K03359,218
2019,Uelzen,Ausländerinnen und Ausländer,,K03360,57
2019,Verden,Ausländerinnen und Ausländer,,K03361,113
2019,Stat. Region Lüneburg,Ausländerinnen und Ausländer,,K033,1412
2019,Delmenhorst  Stadt,Ausländerinnen und Ausländer,,K03401,186
2019,Emden  Stadt,Ausländerinnen und Ausländer,,K03402,77
2019,Oldenburg(Oldb)  Stadt,Ausländerinnen und Ausländer,,K03403,214
2019,Osnabrück  Stadt,Ausländerinnen und Ausländer,,K03404,253
2019,Wilhelmshaven  Stadt,Ausländerinnen und Ausländer,,K03405,136
2019,Ammerland,Ausländerinnen und Ausländer,,K03451,95
2019,Aurich,Ausländerinnen und Ausländer,,K03452,132
2019,Cloppenburg,Ausländerinnen und Ausländer,,K03453,299
2019,Emsland,Ausländerinnen und Ausländer,,K03454,434
2019,Friesland,Ausländerinnen und Ausländer,,K03455,50
2019,Grafschaft Bentheim,Ausländerinnen und Ausländer,,K03456,148
2019,Leer,Ausländerinnen und Ausländer,,K03457,196
2019,Oldenburg,Ausländerinnen und Ausländer,,K03458,138
2019,Osnabrück,Ausländerinnen und Ausländer,,K03459,385
2019,Vechta,Ausländerinnen und Ausländer,,K03460,263
2019,Wesermarsch,Ausländerinnen und Ausländer,,K03461,72
2019,Wittmund,Ausländerinnen und Ausländer,,K03462,29
2019,Stat. Region Weser-Ems,Ausländerinnen und Ausländer,,K034,3107
2019,Niedersachsen,Ausländerinnen und Ausländer,,K030,8547
2020,Braunschweig  Stadt,Ausländerinnen und Ausländer,,K03101,239
2020,Salzgitter  Stadt,Ausländerinnen und Ausländer,,K03102,307
2020,Wolfsburg  Stadt,Ausländerinnen und Ausländer,,K03103,176
2020,Gifhorn,Ausländerinnen und Ausländer,,K03151,136
2020,Goslar,Ausländerinnen und Ausländer,,K03153,116
2020,Helmstedt,Ausländerinnen und Ausländer,,K03154,70
2020,Northeim,Ausländerinnen und Ausländer,,K03155,103
2020,Peine,Ausländerinnen und Ausländer,,K03157,104
2020,Wolfenbüttel,Ausländerinnen und Ausländer,,K03158,95
2020,Göttingen,Ausländerinnen und Ausländer,,K03159,311
2020,Stat. Region Braunschweig,Ausländerinnen und Ausländer,,K031,1657
2020,Hannover  Region,Ausländerinnen und Ausländer,,K03241,1763
2020,dav. Hannover  Lhst.,Ausländerinnen und Ausländer,,K03241001,1020
2020,dav. Hannover  Umland,Ausländerinnen und Ausländer,,K03241999,743
2020,Diepholz,Ausländerinnen und Ausländer,,K03251,228
2020,Hameln-Pyrmont,Ausländerinnen und Ausländer,,K03252,202
2020,Hildesheim,Ausländerinnen und Ausländer,,K03254,269
2020,Holzminden,Ausländerinnen und Ausländer,,K03255,55
2020,Nienburg (Weser),Ausländerinnen und Ausländer,,K03256,119
2020,Schaumburg,Ausländerinnen und Ausländer,,K03257,129
2020,Stat. Region Hannover,Ausländerinnen und Ausländer,,K032,2765
2020,Celle,Ausländerinnen und Ausländer,,K03351,170
2020,Cuxhaven,Ausländerinnen und Ausländer,,K03352,111
2020,Harburg,Ausländerinnen und Ausländer,,K03353,196
2020,Lüchow-Dannenberg,Ausländerinnen und Ausländer,,K03354,35
2020,Lüneburg,Ausländerinnen und Ausländer,,K03355,137
2020,Osterholz,Ausländerinnen und Ausländer,,K03356,61
2020,Rotenburg (Wümme),Ausländerinnen und Ausländer,,K03357,117
2020,Heidekreis,Ausländerinnen und Ausländer,,K03358,180
2020,Stade,Ausländerinnen und Ausländer,,K03359,235
2020,Uelzen,Ausländerinnen und Ausländer,,K03360,66
2020,Verden,Ausländerinnen und Ausländer,,K03361,108
2020,Stat. Region Lüneburg,Ausländerinnen und Ausländer,,K033,1416
2020,Delmenhorst  Stadt,Ausländerinnen und Ausländer,,K03401,179
2020,Emden  Stadt,Ausländerinnen und Ausländer,,K03402,75
2020,Oldenburg(Oldb)  Stadt,Ausländerinnen und Ausländer,,K03403,256
2020,Osnabrück  Stadt,Ausländerinnen und Ausländer,,K03404,242
2020,Wilhelmshaven  Stadt,Ausländerinnen und Ausländer,,K03405,150
2020,Ammerland,Ausländerinnen und Ausländer,,K03451,81
2020,Aurich,Ausländerinnen und Ausländer,,K03452,122
2020,Cloppenburg,Ausländerinnen und Ausländer,,K03453,284
2020,Emsland,Ausländerinnen und Ausländer,,K03454,434
2020,Friesland,Ausländerinnen und Ausländer,,K03455,47
2020,Grafschaft Bentheim,Ausländerinnen und Ausländer,,K03456,175
2020,Leer,Ausländerinnen und Ausländer,,K03457,209
2020,Oldenburg,Ausländerinnen und Ausländer,,K03458,120
2020,Osnabrück,Ausländerinnen und Ausländer,,K03459,382
2020,Vechta,Ausländerinnen und Ausländer,,K03460,288
2020,Wesermarsch,Ausländerinnen und Ausländer,,K03461,83
2020,Wittmund,Ausländerinnen und Ausländer,,K03462,39
2020,Stat. Region Weser-Ems,Ausländerinnen und Ausländer,,K034,3166
2020,Niedersachsen,Ausländerinnen und Ausländer,,K030,9004
