Year,Kategorie,Migrationsstatus,Geschlecht,Units,Value
2022,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen,%,60.0145408814918
2022,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,68.5325103756518
2021,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,74.1507969673452
2021,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen,%,57.9670620071457
2021,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,66.3037907210366
2019,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,76.55
2019,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen,%,60.43
2019,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,68.83
2018,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,75.22
2018,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen,%,60.77
2018,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,68.29
2017,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,72.44
2017,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen,%,58.84
2017,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,65.99
2016,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,72.35
2016,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen,%,59.06
2016,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,65.99
2015,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,76.2
2015,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen,%,59.66
2015,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,67.92
2014,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,76.75
2014,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen,%,60.58
2014,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,68.59
2013,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,76.19
2013,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen,%,61.98
2013,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,69.04
2012,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,76.27
2012,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen,%,59.9
2012,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,67.94
2011,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,75.84
2011,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen,%,58.27
2011,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,66.77
2005,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,63.07
2005,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen,%,46.05
2005,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,54.59
2024,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,70.5211290236195
2024,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen,%,66.0354306658522
2024,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,68.3188832542669
2023,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,68.182601205857
2023,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen,%,63.5805150480918
2023,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,65.9707724425887
2022,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,66.126013724267
2022,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen,%,62.4751614505713
2022,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,64.381409686407
2021,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,64.5568921752566
2021,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen,%,59.4095485146069
2021,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,62.1309707690963
2019,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,56.92
2019,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen,%,48.56
2019,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,53.15
2018,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,56.17
2018,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen,%,48.17
2018,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,52.53
2017,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,54.88
2017,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen,%,46.49
2017,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,51.05
2016,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,52.69
2016,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen,%,44.46
2016,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,48.99
2015,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,49.39
2015,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen,%,40.72
2015,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,45.37
2014,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,49.65
2014,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen,%,40.03
2014,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,45.1
2013,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,48.27
2013,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen,%,39.56
2013,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,44.17
2012,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,47.02
2012,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen,%,39.37
2012,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,43.54
2011,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,48.64
2011,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen,%,44.41
2011,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,46.74
2005,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,47.04
2005,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen,%,39.26
2005,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,43.63
2024,Erwerbslosenanteil,Insgesamt,Männer,%,2.61786968877852
2024,Erwerbslosenanteil,Insgesamt,Frauen,%,2.28645197744547
2024,Erwerbslosenanteil,Insgesamt,Insgesamt,%,2.45380517755421
2023,Erwerbslosenanteil,Insgesamt,Männer,%,2.56554726272161
2023,Erwerbslosenanteil,Insgesamt,Frauen,%,1.89142678347935
2023,Erwerbslosenanteil,Insgesamt,Insgesamt,%,2.23073889826673
2022,Erwerbslosenanteil,Insgesamt,Männer,%,2.70858579910879
2022,Erwerbslosenanteil,Insgesamt,Frauen,%,1.89918721714233
2022,Erwerbslosenanteil,Insgesamt,Insgesamt,%,2.30650850244224
2021,Erwerbslosenanteil,Insgesamt,Männer,%,3.14255912046413
2021,Erwerbslosenanteil,Insgesamt,Frauen,%,2.1424080355826
2021,Erwerbslosenanteil,Insgesamt,Insgesamt,%,2.64731770503019
2019,Erwerbslosenanteil,Insgesamt,Männer,%,3.03
2019,Erwerbslosenanteil,Insgesamt,Frauen,%,1.91
2019,Erwerbslosenanteil,Insgesamt,Insgesamt,%,2.48
2018,Erwerbslosenanteil,Insgesamt,Männer,%,3.06
2018,Erwerbslosenanteil,Insgesamt,Frauen,%,2.15
2018,Erwerbslosenanteil,Insgesamt,Insgesamt,%,2.62
2017,Erwerbslosenanteil,Insgesamt,Männer,%,3.48
2017,Erwerbslosenanteil,Insgesamt,Frauen,%,2.43
2017,Erwerbslosenanteil,Insgesamt,Insgesamt,%,2.96
2016,Erwerbslosenanteil,Insgesamt,Männer,%,3.81
2016,Erwerbslosenanteil,Insgesamt,Frauen,%,2.46
2016,Erwerbslosenanteil,Insgesamt,Insgesamt,%,3.15
2015,Erwerbslosenanteil,Insgesamt,Männer,%,3.8
2015,Erwerbslosenanteil,Insgesamt,Frauen,%,2.85
2015,Erwerbslosenanteil,Insgesamt,Insgesamt,%,3.33
2014,Erwerbslosenanteil,Insgesamt,Männer,%,4.26
2014,Erwerbslosenanteil,Insgesamt,Frauen,%,3.01
2014,Erwerbslosenanteil,Insgesamt,Insgesamt,%,3.64
2013,Erwerbslosenanteil,Insgesamt,Männer,%,4.37
2013,Erwerbslosenanteil,Insgesamt,Frauen,%,3.25
2013,Erwerbslosenanteil,Insgesamt,Insgesamt,%,3.81
2012,Erwerbslosenanteil,Insgesamt,Männer,%,4.26
2012,Erwerbslosenanteil,Insgesamt,Frauen,%,3.26
2012,Erwerbslosenanteil,Insgesamt,Insgesamt,%,3.76
2011,Erwerbslosenanteil,Insgesamt,Männer,%,4.53
2011,Erwerbslosenanteil,Insgesamt,Frauen,%,3.93
2011,Erwerbslosenanteil,Insgesamt,Insgesamt,%,4.23
2005,Erwerbslosenanteil,Insgesamt,Männer,%,8.69
2005,Erwerbslosenanteil,Insgesamt,Frauen,%,6.44
2005,Erwerbslosenanteil,Insgesamt,Insgesamt,%,7.58
2024,Erwerbslosenanteil,ohne Migrationshintergrund,Männer,%,1.96748036781707
2024,Erwerbslosenanteil,ohne Migrationshintergrund,Frauen,%,1.58660749954113
2024,Erwerbslosenanteil,ohne Migrationshintergrund,Insgesamt,%,1.77829737143409
2023,Erwerbslosenanteil,ohne Migrationshintergrund,Männer,%,2.00702484988064
2023,Erwerbslosenanteil,ohne Migrationshintergrund,Frauen,%,1.54650586660201
2023,Erwerbslosenanteil,ohne Migrationshintergrund,Insgesamt,%,1.77678336404317
2022,Erwerbslosenanteil,ohne Migrationshintergrund,Männer,%,2.15246961843761
2022,Erwerbslosenanteil,ohne Migrationshintergrund,Frauen,%,1.61470135284388
2022,Erwerbslosenanteil,ohne Migrationshintergrund,Insgesamt,%,1.88403544225089
2021,Erwerbslosenanteil,ohne Migrationshintergrund,Männer,%,2.47183609611495
2021,Erwerbslosenanteil,ohne Migrationshintergrund,Frauen,%,1.81961454867585
2021,Erwerbslosenanteil,ohne Migrationshintergrund,Insgesamt,%,2.14584872487264
2019,Erwerbslosenanteil,ohne Migrationshintergrund,Männer,%,2.37
2019,Erwerbslosenanteil,ohne Migrationshintergrund,Frauen,%,1.55
2019,Erwerbslosenanteil,ohne Migrationshintergrund,Insgesamt,%,1.96
2018,Erwerbslosenanteil,ohne Migrationshintergrund,Männer,%,2.48
2018,Erwerbslosenanteil,ohne Migrationshintergrund,Frauen,%,1.87
2018,Erwerbslosenanteil,ohne Migrationshintergrund,Insgesamt,%,2.18
2017,Erwerbslosenanteil,ohne Migrationshintergrund,Männer,%,2.72
2017,Erwerbslosenanteil,ohne Migrationshintergrund,Frauen,%,2.0
2017,Erwerbslosenanteil,ohne Migrationshintergrund,Insgesamt,%,2.36
2016,Erwerbslosenanteil,ohne Migrationshintergrund,Männer,%,3.1
2016,Erwerbslosenanteil,ohne Migrationshintergrund,Frauen,%,2.2
2016,Erwerbslosenanteil,ohne Migrationshintergrund,Insgesamt,%,2.65
2015,Erwerbslosenanteil,ohne Migrationshintergrund,Männer,%,3.36
2015,Erwerbslosenanteil,ohne Migrationshintergrund,Frauen,%,2.5
2015,Erwerbslosenanteil,ohne Migrationshintergrund,Insgesamt,%,2.93
2014,Erwerbslosenanteil,ohne Migrationshintergrund,Männer,%,3.82
2014,Erwerbslosenanteil,ohne Migrationshintergrund,Frauen,%,2.69
2014,Erwerbslosenanteil,ohne Migrationshintergrund,Insgesamt,%,3.26
2013,Erwerbslosenanteil,ohne Migrationshintergrund,Männer,%,3.8
2013,Erwerbslosenanteil,ohne Migrationshintergrund,Frauen,%,3.08
2013,Erwerbslosenanteil,ohne Migrationshintergrund,Insgesamt,%,3.44
2012,Erwerbslosenanteil,ohne Migrationshintergrund,Männer,%,3.6
2012,Erwerbslosenanteil,ohne Migrationshintergrund,Frauen,%,2.94
2012,Erwerbslosenanteil,ohne Migrationshintergrund,Insgesamt,%,3.27
2011,Erwerbslosenanteil,ohne Migrationshintergrund,Männer,%,3.87
2011,Erwerbslosenanteil,ohne Migrationshintergrund,Frauen,%,3.65
2011,Erwerbslosenanteil,ohne Migrationshintergrund,Insgesamt,%,3.76
2005,Erwerbslosenanteil,ohne Migrationshintergrund,Männer,%,7.39
2005,Erwerbslosenanteil,ohne Migrationshintergrund,Frauen,%,5.89
2005,Erwerbslosenanteil,ohne Migrationshintergrund,Insgesamt,%,6.65
2024,Erwerbslosenanteil,mit Migrationshintergrund,Männer,%,4.32221136395365
2024,Erwerbslosenanteil,mit Migrationshintergrund,Frauen,%,4.14882919120816
2024,Erwerbslosenanteil,mit Migrationshintergrund,Insgesamt,%,4.2374681393373
2023,Erwerbslosenanteil,mit Migrationshintergrund,Männer,%,4.10617158604685
2023,Erwerbslosenanteil,mit Migrationshintergrund,Frauen,%,2.88343465275988
2023,Erwerbslosenanteil,mit Migrationshintergrund,Insgesamt,%,3.50908403566902
2022,Erwerbslosenanteil,mit Migrationshintergrund,Männer,%,4.23905291684496
2022,Erwerbslosenanteil,mit Migrationshintergrund,Frauen,%,2.71811329203672
2022,Erwerbslosenanteil,mit Migrationshintergrund,Insgesamt,%,3.49659020458772
2021,Erwerbslosenanteil,mit Migrationshintergrund,Männer,%,5.04862888482633
2021,Erwerbslosenanteil,mit Migrationshintergrund,Frauen,%,3.12795312795313
2021,Erwerbslosenanteil,mit Migrationshintergrund,Insgesamt,%,4.12461040290596
2019,Erwerbslosenanteil,mit Migrationshintergrund,Männer,%,5.09
2019,Erwerbslosenanteil,mit Migrationshintergrund,Frauen,%,3.13
2019,Erwerbslosenanteil,mit Migrationshintergrund,Insgesamt,%,4.16
2018,Erwerbslosenanteil,mit Migrationshintergrund,Männer,%,5.08
2018,Erwerbslosenanteil,mit Migrationshintergrund,Frauen,%,3.23
2018,Erwerbslosenanteil,mit Migrationshintergrund,Insgesamt,%,4.2
2017,Erwerbslosenanteil,mit Migrationshintergrund,Männer,%,5.85
2017,Erwerbslosenanteil,mit Migrationshintergrund,Frauen,%,3.91
2017,Erwerbslosenanteil,mit Migrationshintergrund,Insgesamt,%,4.93
2016,Erwerbslosenanteil,mit Migrationshintergrund,Männer,%,6.47
2016,Erwerbslosenanteil,mit Migrationshintergrund,Frauen,%,3.5
2016,Erwerbslosenanteil,mit Migrationshintergrund,Insgesamt,%,5.07
2015,Erwerbslosenanteil,mit Migrationshintergrund,Männer,%,5.75
2015,Erwerbslosenanteil,mit Migrationshintergrund,Frauen,%,4.37
2015,Erwerbslosenanteil,mit Migrationshintergrund,Insgesamt,%,5.07
2014,Erwerbslosenanteil,mit Migrationshintergrund,Männer,%,6.23
2014,Erwerbslosenanteil,mit Migrationshintergrund,Frauen,%,4.45
2014,Erwerbslosenanteil,mit Migrationshintergrund,Insgesamt,%,5.34
2013,Erwerbslosenanteil,mit Migrationshintergrund,Männer,%,6.78
2013,Erwerbslosenanteil,mit Migrationshintergrund,Frauen,%,3.97
2013,Erwerbslosenanteil,mit Migrationshintergrund,Insgesamt,%,5.38
2012,Erwerbslosenanteil,mit Migrationshintergrund,Männer,%,7.43
2012,Erwerbslosenanteil,mit Migrationshintergrund,Frauen,%,4.79
2012,Erwerbslosenanteil,mit Migrationshintergrund,Insgesamt,%,6.11
2011,Erwerbslosenanteil,mit Migrationshintergrund,Männer,%,7.8
2011,Erwerbslosenanteil,mit Migrationshintergrund,Frauen,%,5.32
2011,Erwerbslosenanteil,mit Migrationshintergrund,Insgesamt,%,6.55
2005,Erwerbslosenanteil,mit Migrationshintergrund,Männer,%,15.25
2005,Erwerbslosenanteil,mit Migrationshintergrund,Frauen,%,9.32
2005,Erwerbslosenanteil,mit Migrationshintergrund,Insgesamt,%,12.34
2024,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,4.27689344587322
2024,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen,%,4.19541120843345
2024,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,4.23668027887494
2023,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,4.12195074618176
2023,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen,%,3.09541004654149
2023,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,3.61719127612772
2022,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,4.68586237780361
2022,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen,%,2.89638639445089
2022,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,3.80585680149371
2021,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,5.28525660159592
2021,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen,%,3.29591340563624
2021,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,4.32068392890092
2019,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,5.24
2019,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen,%,3.06
2019,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,4.2
2018,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,5.27
2018,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen,%,3.08
2018,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,4.22
2017,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,6.02
2017,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen,%,3.98
2017,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,5.05
2016,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,6.29
2016,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen,%,3.5
2016,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,4.96
2015,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,5.73
2015,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen,%,4.62
2015,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,5.17
2014,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,6.57
2014,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen,%,4.52
2014,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,5.53
2013,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,6.92
2013,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen,%,3.92
2013,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,5.41
2012,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,7.49
2012,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen,%,4.67
2012,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,6.06
2011,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,8.35
2011,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen,%,5.73
2011,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,7.0
2005,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,15.57
2005,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen,%,9.81
2005,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,12.7
2024,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,4.45075250388303
2024,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen,%,4.02065863275393
2024,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,4.23959866950215
2023,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,4.05971863336204
2023,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen,%,2.23394353087186
2023,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,3.18222487324784
2022,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,2.90931775647933
2022,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen,%,2.15474416294088
2022,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,2.54905447862944
2021,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,4.39796931905971
2021,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen,%,2.63726761781236
2021,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,3.56716113426398
2019,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,4.71
2019,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen,%,3.99
2019,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,4.39
2018,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,4.2
2018,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen,%,3.97
2018,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,4.1
2017,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,5.92
2017,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen,%,4.32
2017,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,5.19
2016,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,7.29
2016,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen,%,3.53
2016,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,5.6
2015,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,5.84
2015,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen,%,3.06
2015,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,4.55
2014,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,4.72
2014,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen,%,4.14
2014,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,4.44
2013,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,6.37
2013,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen,%,3.65
2013,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,5.09
2012,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,7.17
2012,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen,%,5.44
2012,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,6.38
2011,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,5.38
2011,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen,%,2.94
2011,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,4.28
2005,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,13.42
2005,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen,%,5.71
2005,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,10.04
